Dataset,Packet,Method,EventCount,LineCount,ClusterCount,Coverage,Precision,F1,IoU,Fragmentation,MergeError,ExtraEventRatio,RuntimeSeconds
office_spiral_events,10,LE-calib,2616,66,14,0.359649122807018,0.574766355140187,0.442446043165468,0.284064665127021,1.66666666666667,0.18970189701897,0.425233644859813,0.5471477
office_spiral_events,11,LLGD,18374,80,45,0.680152914941064,0.362540329427747,0.472972972972973,0.309734513274336,1.25,0.607728337236534,0.637459670572253,1.8296162
office_spiral_events,11,ST,18374,80,21,0.0420516087926091,0.403669724770642,0.0761684939411425,0.0395920815836833,1.4,0.0492424242424242,0.596330275229358,0.1421607
office_spiral_events,11,ELiSeD,18374,80,18,0.0409366040140172,0.51503006012024,0.0758447690718607,0.0394171779141104,1.14285714285714,0.0116731517509727,0.48496993987976,0.2664012
office_spiral_events,11,LE-calib,18374,80,93,0.421153233513858,0.459187217783953,0.439348620804254,0.281516183986371,1.58823529411765,0.133509833585477,0.540812782216047,3.2786683
office_spiral_events,12,LLGD,16424,61,12,0.954809930178433,0.33542277032091,0.496445318408713,0.330181086519115,1,0.732886451350802,0.66457722967909,3.0434783
office_spiral_events,12,ST,16424,61,24,0.0572148952676493,0.531531531531532,0.103309402906671,0.0544682422451994,1.44444444444444,0,0.468468468468468,0.1325273
office_spiral_events,12,ELiSeD,16424,61,38,0.177463149728472,0.573667711598746,0.271070952451489,0.156785469499657,4.6,0.0262295081967213,0.426332288401254,0.3045541
office_spiral_events,12,LE-calib,16424,61,79,0.472459270752521,0.48622754491018,0.479244540625615,0.315135834411384,1.4375,0.0582922824302134,0.51377245508982,2.9073647
office_spiral_events,13,LLGD,13788,54,26,0.934221964647928,0.272734963201083,0.42221058145626,0.267596281540505,1,0.714019851116625,0.727265036798917,1.7010522
office_spiral_events,13,ST,13788,54,25,0.0878006374963779,0.326157158234661,0.138356164383562,0.0743193524650478,1,0.0528052805280528,0.673842841765339,0.1114448
office_spiral_events,13,ELiSeD,13788,54,26,0.16632860040568,0.630769230769231,0.263242375601926,0.151571164510166,1.44444444444444,0.0418118466898955,0.369230769230769,0.2285491
office_spiral_events,13,LE-calib,13788,54,70,0.488843813387424,0.403975095785441,0.44237577028976,0.284006734006734,1.45454545454545,0.160640189685833,0.596024904214559,2.3530911
office_spiral_events,14,LLGD,3977,66,13,0.3776559287183,0.568041237113402,0.453684643886373,0.293397231096912,1,0.2994555353902,0.431958762886598,0.2412045
office_spiral_events,14,ST,3977,66,6,0.0603152844413982,0.239782016348774,0.0963855421686747,0.0506329113924051,1.5,0,0.760217983651226,0.0274369
office_spiral_events,14,ELiSeD,3977,66,15,0.305003427004798,0.872549019607843,0.452006094464195,0.291994750656168,1.66666666666667,0.119101123595506,0.127450980392157,0.0450964
office_spiral_events,14,LE-calib,3977,66,17,0.416723783413297,0.529155787641427,0.466257668711657,0.304,1.33333333333333,0.351973684210526,0.470844212358573,0.6596312
office_spiral_events,15,LLGD,10960,75,82,0.590152320226709,0.333066773290684,0.425814696485623,0.270498457541809,1,0.141056422569028,0.666933226709316,0.7748194
office_spiral_events,15,ST,10960,75,12,0.0453418349273822,0.457142857142857,0.0825008056719304,0.0430252100840336,1,0.2109375,0.542857142857143,0.0879509
office_spiral_events,15,ELiSeD,10960,75,30,0.196599362380446,0.562880324543611,0.291415069572066,0.170559311616472,1.85714285714286,0.0342342342342342,0.437119675456389,0.1664764
office_spiral_events,15,LE-calib,10960,75,44,0.403825717321998,0.402684563758389,0.403254333215423,0.25254762959681,1.25,0.156140350877193,0.597315436241611,2.1016147
office_spiral_events,16,LLGD,8880,72,55,0.412357581069238,0.314505347593583,0.356844899507016,0.217170551580891,1,0.12327311370882,0.685494652406417,0.7104211
office_spiral_events,16,ST,8880,72,17,0.0806310254163015,0.51830985915493,0.139552521805082,0.0750101916021199,1.2,0.108695652173913,0.48169014084507,0.0654182
office_spiral_events,16,ELiSeD,8880,72,19,0.120070113935145,0.599562363238512,0.200073019350128,0.111156186612576,1.28571428571429,0,0.400437636761488,0.1122394
office_spiral_events,16,LE-calib,8880,72,34,0.265118317265557,0.341229554427524,0.298397040690506,0.17536231884058,1,0.147107438016529,0.658770445572476,1.8188383
office_spiral_events,17,LLGD,12396,68,30,0.724330357142857,0.202791375898344,0.316868744405566,0.188261458131889,1,0.768361581920904,0.797208624101656,1.561484
office_spiral_events,17,ST,12396,68,16,0.0595238095238095,0.27681660899654,0.0979791794243723,0.051513200257566,1.5,0.05625,0.72318339100346,0.1061882
office_spiral_events,17,ELiSeD,12396,68,29,0.0985863095238095,0.432300163132137,0.16055740684641,0.0872859025032938,2.75,0.0339622641509434,0.567699836867863,0.1874627
office_spiral_events,17,LE-calib,12396,68,63,0.303199404761905,0.27094414893617,0.286165730337079,0.166973980741651,1,0.158282208588957,0.72905585106383,2.4363
office_spiral_events,18,LLGD,4873,71,21,0.21122599704579,0.276061776061776,0.239330543933054,0.135931558935361,1,0.146853146853147,0.723938223938224,0.3283448
office_spiral_events,18,ST,4873,71,4,0.034711964549483,0.155629139072848,0.0567632850241546,0.0292106898694842,1,0.234042553191489,0.844370860927152,0.0292302
office_spiral_events,18,ELiSeD,4873,71,14,0.0428360413589365,0.288557213930348,0.0745980707395498,0.0387441549766199,1,0.103448275862069,0.711442786069652,0.0433427
office_spiral_events,18,LE-calib,4873,71,18,0.197193500738552,0.280167890870934,0.23146944083225,0.130882352941176,1,0.217228464419476,0.719832109129066,1.0465134
office_spiral_events,19,LLGD,4574,71,18,0.335570469798658,0.31201248049922,0.323362974939369,0.192864030858245,1,0.5975,0.68798751950078,0.3052082
office_spiral_events,19,ST,4574,71,4,0.0453020134228188,0.188811188811189,0.0730717185385656,0.0379213483146067,1,0.0185185185185185,0.811188811188811,0.0289048
office_spiral_events,19,ELiSeD,4574,71,9,0.0394295302013423,0.356060606060606,0.0709969788519638,0.0368050117462803,1,0,0.643939393939394,0.0398862
office_spiral_events,19,LE-calib,4574,71,23,0.269295302013423,0.298882681564246,0.283318623124448,0.165038560411311,1,0.264797507788162,0.701117318435754,0.9387498
office_spiral_events,20,LLGD,4535,68,14,0.214622641509434,0.538461538461538,0.306913996627319,0.181274900398406,1,0.113553113553114,0.461538461538462,0.3148959
office_spiral_events,20,ST,4535,68,8,0.0864779874213836,0.309859154929577,0.135218192993239,0.0725115359261701,1.2,0,0.690140845070423,0.0309543
office_spiral_events,20,ELiSeD,4535,68,23,0.165880503144654,0.584487534626039,0.258420085731782,0.148382559774965,1.33333333333333,0.033175355450237,0.415512465373961,0.059019
office_spiral_events,20,LE-calib,4535,68,24,0.316823899371069,0.345626072041166,0.330598851517637,0.198034398034398,1,0.119106699751861,0.654373927958834,0.9422683
office_spiral_events,21,LLGD,7717,79,42,0.470293209876543,0.455020530048526,0.462530829064694,0.300839091806515,1.38461538461538,0.164068908941756,0.544979469951474,0.580252
office_spiral_events,21,ST,7717,79,20,0.0933641975308642,0.392220421393841,0.150825802430664,0.0815638692281766,1.25,0.0702479338842975,0.607779578606159,0.0576474
office_spiral_events,21,ELiSeD,7717,79,32,0.204475308641975,0.736111111111111,0.320048309178744,0.190510424155284,2.44444444444444,0.00566037735849056,0.263888888888889,0.1137212
office_spiral_events,21,LE-calib,7717,79,40,0.447916666666667,0.475819672131148,0.461446740858506,0.299922500645828,1.1,0.109388458225668,0.524180327868852,1.3461862
office_spiral_events,22,LLGD,9180,81,53,0.531399192067573,0.376724811247071,0.440889701401584,0.282782880594098,1.25,0.205252246026261,0.623275188752929,0.6601896
office_spiral_events,22,ST,9180,81,11,0.0323172970987881,0.188034188034188,0.0551551237856471,0.0283596519497261,1,0,0.811965811965812,0.075086
office_spiral_events,22,ELiSeD,9180,81,47,0.281307381564451,0.748778103616813,0.408969567538708,0.257046979865772,3.1,0.00522193211488253,0.251221896383187,0.1635271
office_spiral_events,22,LE-calib,9180,81,47,0.457583547557841,0.472865275142315,0.465098917506532,0.303015564202335,1.44444444444444,0.135634028892456,0.527134724857685,1.7590084
office_spiral_events,23,LLGD,11261,98,20,0.51516070345664,0.339054081021752,0.408954146106631,0.257034795763994,1.33333333333333,0.597410241318423,0.660945918978248,1.1622154
office_spiral_events,23,ST,11261,98,17,0.0560946027895694,0.287267080745342,0.0938609842719432,0.0492414160234229,1,0.0432432432432432,0.712732919254658,0.090708
office_spiral_events,23,ELiSeD,11261,98,20,0.100363856882959,0.649019607843137,0.173844537815126,0.0951970089157319,1.71428571428571,0.0120845921450151,0.350980392156863,0.1530902
office_spiral_events,23,LE-calib,11261,98,47,0.306852637962401,0.37874251497006,0.339028475711893,0.204114562323518,1.14285714285714,0.186758893280632,0.62125748502994,2.2359433
office_spiral_events,24,LLGD,16030,93,37,0.769326943113149,0.307743602567308,0.439628482972136,0.281746031746032,1.5,0.565005417118093,0.692256397432692,1.6525942
office_spiral_events,24,ST,16030,93,28,0.105438633048552,0.553610503282276,0.177139856467705,0.0971768772805838,1.25,0.0197628458498024,0.446389496717724,0.1255452
office_spiral_events,24,ELiSeD,16030,93,18,0.0448010002083767,0.450733752620545,0.0815011372251706,0.0424817229796483,1.4,0.013953488372093,0.549266247379455,0.2204113
office_spiral_events,24,LE-calib,16030,93,78,0.378620545947072,0.427027027027027,0.401369560415286,0.25107088572613,1.38461538461538,0.111722619702807,0.572972972972973,3.172116
office_spiral_events,25,LLGD,18388,81,17,0.938061177902907,0.365122615803815,0.525647038758368,0.356527271675632,1.25,0.829656067488644,0.634877384196185,3.6690294
office_spiral_events,25,ST,18388,81,27,0.0569167554405722,0.466916354556804,0.101465002712968,0.0534438410974564,1.6,0.0213903743315508,0.533083645443196,0.1557201
office_spiral_events,25,ELiSeD,18388,81,33,0.120377415918429,0.732407407407407,0.206770356816102,0.11530612244898,2.1,0.0429835651074589,0.267592592592593,0.297874
office_spiral_events,25,LE-calib,18388,81,89,0.440724395069244,0.549108835798256,0.48898269311946,0.323611576712482,1.72727272727273,0.155041436464088,0.450891164201744,3.1368842
office_spiral_events,26,LLGD,7048,70,25,0.43166860240031,0.655496766607878,0.520541549953315,0.351846008204481,1,0.130044843049327,0.344503233392122,0.4753241
office_spiral_events,26,ST,7048,70,4,0.0147115756871854,0.13013698630137,0.0264347826086956,0.0133944307366937,1,0,0.86986301369863,0.0567874
office_spiral_events,26,ELiSeD,7048,70,26,0.147890050329075,0.744639376218324,0.246770025839793,0.14075165806927,2.33333333333333,0,0.255360623781676,0.0939521
office_spiral_events,26,LE-calib,7048,70,34,0.381726674409601,0.515960230245945,0.438807298620383,0.281071835803877,1.3,0.150101419878296,0.484039769754055,1.3118288
office_spiral_events,27,LLGD,8990,68,29,0.3992506244796,0.300250469630557,0.342744817726948,0.206814750916541,1.33333333333333,0.537017726798749,0.699749530369443,0.7431891
office_spiral_events,27,ST,8990,68,9,0.0478767693588676,0.286783042394015,0.0820549411344988,0.0427827380952381,1.25,0.00869565217391299,0.713216957605985,0.0722232
office_spiral_events,27,ELiSeD,8990,68,4,0.0149875104079933,0.537313432835821,0.0291616038882139,0.0147965474722565,1,0.0555555555555556,0.462686567164179,0.0866226
office_spiral_events,27,LE-calib,8990,68,37,0.275603663613655,0.353255069370331,0.309635173058934,0.183176535694521,1,0.220543806646526,0.646744930629669,1.7312054
office_spiral_events,28,LLGD,19458,74,15,0.967342516638291,0.338203463203463,0.501182791387675,0.334385533144294,1.33333333333333,0.88384,0.661796536796537,5.2952574
office_spiral_events,28,ST,19458,74,29,0.057421451787649,0.563829787234043,0.104228121927237,0.0549792531120332,1.55555555555556,0.0161725067385444,0.436170212765957,0.1688244
office_spiral_events,28,ELiSeD,19458,74,15,0.0428726203374091,0.742627345844504,0.0810652619256658,0.0422449290834223,2,0.0144404332129964,0.257372654155496,0.2609844
office_spiral_events,28,LE-calib,19458,74,76,0.357220244544188,0.520523229589535,0.423680587425425,0.268778385932223,1.20833333333333,0.117417677642981,0.479476770410465,3.9390207
office_spiral_events,29,LLGD,8332,67,32,0.404885863035643,0.477337110481586,0.438136511375948,0.280521642619312,1.08333333333333,0.0405539070227497,0.522662889518414,0.7017893
office_spiral_events,29,ST,8332,67,9,0.0432519022827393,0.250580046403712,0.0737704918032787,0.0382978723404255,1.33333333333333,0.101851851851852,0.749419953596288,0.0675063
office_spiral_events,29,ELiSeD,8332,67,20,0.15778934721666,0.805725971370143,0.263898191560616,0.152006172839506,1.875,0.00761421319796951,0.194274028629857,0.1138576
office_spiral_events,29,LE-calib,8332,67,37,0.348818582298759,0.429487179487179,0.384972375690608,0.238368910782704,1,0.157290470723307,0.57051282051282,1.6915329
office_spiral_events,30,LLGD,5649,60,24,0.301406926406926,0.502707581227437,0.376860622462788,0.232180075031263,1.11111111111111,0.0664272890484739,0.497292418772563,0.3174002
office_spiral_events,30,ST,5649,60,13,0.0898268398268398,0.349473684210526,0.142918639690056,0.076958738989337,1.33333333333333,0.0240963855421686,0.650526315789474,0.0455442
office_spiral_events,30,ELiSeD,5649,60,14,0.08495670995671,0.682608695652174,0.151106833493744,0.0817282665278501,1.8,0,0.317391304347826,0.0509972
office_spiral_events,30,LE-calib,5649,60,20,0.272727272727273,0.400954653937947,0.32463768115942,0.193771626297578,1,0.158730158730159,0.599045346062053,1.1508508
hqf_boxes_events,1,LLGD,3706,44,9,0.264680105170903,0.46676970633694,0.337807606263982,0.203230148048452,1,0.0993377483443708,0.53323029366306,0.1975058
hqf_boxes_events,1,ST,3706,44,11,0.0964066608238387,0.53921568627451,0.163568773234201,0.0890688259109312,2,0.0909090909090909,0.46078431372549,0.0262751
hqf_boxes_events,1,ELiSeD,3706,44,32,0.179666958808063,0.357142857142857,0.239067055393586,0.135761589403974,2.25,0.024390243902439,0.642857142857143,0.0554466
hqf_boxes_events,1,LE-calib,3706,44,26,0.517966695880806,0.412709497206704,0.459385930820054,0.298183652875883,1,0.155668358714044,0.587290502793296,0.6695871
hqf_boxes_events,2,LLGD,6296,44,19,0.630837912087912,0.801833260584897,0.706131078224102,0.545751633986928,1.33333333333333,0.0772999455634186,0.198166739415103,0.4287785
hqf_boxes_events,2,ST,6296,44,26,0.198832417582418,0.846491228070175,0.32202447163515,0.191912495856811,3.5,0.00345423143350609,0.153508771929825,0.0439291
hqf_boxes_events,2,ELiSeD,6296,44,78,0.551854395604396,0.764509990485252,0.641005185480654,0.471675961256237,3.57142857142857,0.00248911014312381,0.235490009514748,0.1553761
hqf_boxes_events,2,LE-calib,6296,44,19,0.548076923076923,0.735145094426532,0.627975604957702,0.457700028677947,1.22222222222222,0.0601503759398496,0.264854905573468,1.1771193
hqf_boxes_events,3,LLGD,7076,48,24,0.661551823972206,0.635605006954103,0.648318910483757,0.479638958858102,1.28571428571429,0.210065645514223,0.364394993045897,0.5926036
hqf_boxes_events,3,ST,7076,48,16,0.0330052113491604,0.337278106508876,0.060126582278481,0.0309951060358891,1.5,0.0701754385964912,0.662721893491124,0.0580781
hqf_boxes_events,3,ELiSeD,7076,48,83,0.59988419224088,0.670550161812298,0.633251833740831,0.463327370304114,2.76470588235294,0.0173745173745173,0.329449838187702,0.1908492
hqf_boxes_events,3,LE-calib,7076,48,37,0.618123914302258,0.592561754093811,0.605072977185773,0.433766761479074,2.16666666666667,0.0707259953161592,0.407438245906189,1.0818903
hqf_boxes_events,4,LLGD,4673,47,20,0.521046643913538,0.526436781609195,0.523727844482561,0.354763749031758,1.25,0.229257641921397,0.473563218390805,0.2477829
hqf_boxes_events,4,ST,4673,47,21,0.156427758816837,0.475778546712803,0.235445205479452,0.133430373605046,1.28571428571429,0.00363636363636366,0.524221453287197,0.0322379
hqf_boxes_events,4,ELiSeD,4673,47,54,0.411262798634812,0.547727272727273,0.469785575048733,0.307006369426752,2.3,0.016597510373444,0.452272727272727,0.1036532
hqf_boxes_events,4,LE-calib,4673,47,29,0.399317406143345,0.417608566329566,0.408258214597267,0.256485202776763,1.5,0.260683760683761,0.582391433670434,0.9071519
hqf_boxes_events,5,LLGD,8430,57,36,0.672033601680084,0.474074074074074,0.555957724048067,0.385001002606778,1.1,0.213020833333333,0.525925925925926,0.608831
hqf_boxes_events,5,ST,8430,57,21,0.0885544277213861,0.381598793363499,0.14375,0.0774410774410774,1.25,0.1699604743083,0.618401206636501,0.0663883
hqf_boxes_events,5,ELiSeD,8430,57,72,0.481274063703185,0.619927862939585,0.541871921182266,0.371621621621622,2.05882352941176,0.0821818181818181,0.380072137060415,0.2101283
hqf_boxes_events,5,LE-calib,8430,57,42,0.506125306265313,0.457450173995571,0.480558325024925,0.316272965879265,1.14285714285714,0.228907330567082,0.542549826004429,1.5529027
hqf_boxes_events,6,LLGD,14373,52,34,0.635207100591716,0.281943532501642,0.390541155070487,0.242653707052441,1,0.387983232417326,0.718056467498358,0.9889468
hqf_boxes_events,6,ST,14373,52,17,0.0301775147928994,0.272,0.0543275632490013,0.0279222556802628,1,0.0196078431372549,0.728,0.1215992
hqf_boxes_events,6,ELiSeD,14373,52,38,0.205621301775148,0.561389337641357,0.300996102208748,0.177160336477186,2,0.188489208633093,0.438610662358643,0.2579198
hqf_boxes_events,6,LE-calib,14373,52,68,0.475443786982249,0.38863361547763,0.427677977378576,0.272004062288422,1.33333333333333,0.293092719352831,0.61136638452237,2.6437662
hqf_boxes_events,7,LLGD,15752,53,21,0.742554599602912,0.181729834791059,0.291997397527651,0.170958403169282,1,0.60650623885918,0.818270165208941,2.2150507
hqf_boxes_events,7,ST,15752,53,26,0.0764394440767703,0.379310344827586,0.127237675571468,0.0679411764705882,1.28571428571429,0.012987012987013,0.620689655172414,0.1289929
hqf_boxes_events,7,ELiSeD,15752,53,16,0.0585704831237591,0.343023255813953,0.100056529112493,0.0526628979470396,2,0.135593220338983,0.656976744186046,0.2131152
hqf_boxes_events,7,LE-calib,15752,53,62,0.403044341495698,0.341272065004203,0.369594902139281,0.226689000558347,1.75,0.17816091954023,0.658727934995797,3.1522364
hqf_boxes_events,8,LLGD,11258,72,20,0.604134466769706,0.673922413793103,0.637123064384678,0.467483928838391,1,0.296130476495043,0.326077586206897,0.6808622
hqf_boxes_events,8,ST,11258,72,21,0.0738021638330757,0.754940711462451,0.134459697289687,0.0720754716981132,1.75,0.018324607329843,0.245059288537549,0.0991766
hqf_boxes_events,8,ELiSeD,11258,72,50,0.273377125193199,0.908215661103979,0.42025542025542,0.266027448768566,3.16666666666667,0.107420494699647,0.0917843388960205,0.2219359
hqf_boxes_events,8,LE-calib,11258,72,45,0.540765069551777,0.642561983471074,0.587284934955938,0.415713649190554,1.375,0.27438370846731,0.357438016528926,1.7904529
hqf_boxes_events,9,LLGD,9995,76,30,0.459322424521779,0.526969857218403,0.490826252924517,0.325228459530026,1,0.350727546412444,0.473030142781597,0.7083374
hqf_boxes_events,9,ST,9995,76,15,0.0615349158792348,0.754237288135593,0.113786490517792,0.0603253502033439,2,0.0636704119850188,0.245762711864407,0.0980916
hqf_boxes_events,9,ELiSeD,9995,76,34,0.157870477068449,0.711318795430945,0.258393059222935,0.148364739008014,2.66666666666667,0.0715328467153284,0.288681204569055,0.156292
hqf_boxes_events,9,LE-calib,9995,76,51,0.439271721594838,0.556333917104495,0.490920798454604,0.325311486601809,2,0.208814270724029,0.443666082895505,1.5896452
hqf_boxes_events,10,LLGD,12744,59,46,0.491939966648138,0.385201305767138,0.43207616257781,0.275572162540869,1.5,0.138418079096045,0.614798694232862,1.066052
hqf_boxes_events,10,ST,12744,59,18,0.0594774874930517,0.55012853470437,0.107348883872586,0.056718791412669,1,0.0373831775700935,0.44987146529563,0.1184535
hqf_boxes_events,10,ELiSeD,12744,59,26,0.115897720956087,0.593172119487909,0.193908393396884,0.107363542739444,2.16666666666667,0.103117505995204,0.406827880512091,0.1777699
hqf_boxes_events,10,LE-calib,12744,59,65,0.466926070038911,0.402588066139468,0.432376785484494,0.275816778854047,1.27272727272727,0.125,0.597411933860532,2.1662176
hqf_boxes_events,11,LLGD,12649,59,44,0.563688760806916,0.384056548203416,0.456849235081163,0.296049644316634,1,0.294989775051125,0.615943451796583,0.8977431
hqf_boxes_events,11,ST,12649,59,19,0.0559077809798271,0.428256070640177,0.0989039000764721,0.052024671493698,1.14285714285714,0,0.571743929359823,0.1182773
hqf_boxes_events,11,ELiSeD,12649,59,38,0.190778097982709,0.640232108317215,0.293960923623446,0.172306090577824,1.77777777777778,0.110271903323263,0.359767891682785,0.2106106
hqf_boxes_events,11,LE-calib,12649,59,68,0.472046109510086,0.415736040609137,0.442105263157895,0.283783783783784,1.14285714285714,0.170940170940171,0.584263959390863,2.2440254
hqf_boxes_events,12,LLGD,7623,67,25,0.489154013015184,0.570404721753794,0.5266640716232,0.357463672391017,1.125,0.138950480413895,0.429595278246206,0.5603308
hqf_boxes_events,12,ST,7623,67,22,0.100506146059291,0.584033613445378,0.171499074645281,0.0937921727395412,1.71428571428571,0,0.415966386554622,0.0574257
hqf_boxes_events,12,ELiSeD,7623,67,67,0.349602313810557,0.609709962168979,0.444393382352941,0.285672082717873,2.05882352941176,0.0299896587383661,0.390290037831021,0.1525701
hqf_boxes_events,12,LE-calib,7623,67,46,0.400216919739696,0.453502662843097,0.425196850393701,0.27,1.33333333333333,0.235772357723577,0.546497337156903,1.5562684
hqf_boxes_events,13,LLGD,5883,40,18,0.466989703210176,0.35029532030895,0.400311526479751,0.250243427458617,1.25,0.325551232166018,0.64970467969105,0.4479997
hqf_boxes_events,13,ST,5883,40,23,0.150211992731678,0.420338983050847,0.221329763498438,0.124435524335173,2.5,0,0.579661016949153,0.0468589
hqf_boxes_events,13,ELiSeD,5883,40,58,0.237431859479104,0.280601288475304,0.257217847769029,0.147590361445783,1.33333333333333,0.0331632653061225,0.719398711524696,0.1148835
hqf_boxes_events,13,LE-calib,5883,40,31,0.331920048455482,0.280593958013313,0.304106548279689,0.179319371727749,1,0.153284671532847,0.719406041986687,1.1994052
hqf_boxes_events,14,LLGD,9122,35,31,0.775018624286069,0.546393557422969,0.640928226717322,0.471592626171049,1,0.0938801666132649,0.453606442577031,1.3424068
hqf_boxes_events,14,ST,9122,35,23,0.106530916314875,0.51377245508982,0.176470588235294,0.0967741935483871,1.33333333333333,0.0372960372960373,0.48622754491018,0.0538202
hqf_boxes_events,14,ELiSeD,9122,35,88,0.550533896200646,0.545253320216429,0.547880884715186,0.377297481279782,3,0.0351826792963464,0.454746679783571,0.285931
hqf_boxes_events,14,LE-calib,9122,35,47,0.618077973677676,0.481338232450203,0.54120460969776,0.370994186913102,1.4,0.132985134592206,0.518661767549797,1.2378252
hqf_boxes_events,15,LLGD,5385,42,11,0.429871520342612,0.630298273155416,0.511139401654997,0.34330910645575,1,0.0473225404732254,0.369701726844584,0.4223077
hqf_boxes_events,15,ST,5385,42,15,0.0883297644539615,0.441176470588235,0.147190008920607,0.0794415021665864,1.75,0.0484848484848485,0.558823529411765,0.0392146
hqf_boxes_events,15,ELiSeD,5385,42,70,0.458244111349036,0.544183089637635,0.497529787852368,0.331141199226306,2.46153846153846,0.022196261682243,0.455816910362365,0.1178592
hqf_boxes_events,15,LE-calib,5385,42,27,0.507494646680942,0.49581589958159,0.501587301587302,0.334745762711864,1.33333333333333,0.0485232067510548,0.50418410041841,0.9265225
hqf_boxes_events,16,LLGD,5595,38,6,0.126473740621651,0.158389261744966,0.140643623361144,0.0756410256410256,1,0.211864406779661,0.841610738255034,0.324265
hqf_boxes_events,16,ST,5595,38,9,0.0664523043944266,0.385093167701863,0.113345521023766,0.060077519379845,1,0.0806451612903226,0.614906832298137,0.0366223
hqf_boxes_events,16,ELiSeD,5595,38,54,0.17577706323687,0.165991902834008,0.170744403956273,0.093340922026181,1.16666666666667,0.164634146341463,0.834008097165992,0.1081234
hqf_boxes_events,16,LE-calib,5595,38,33,0.356913183279743,0.195652173913043,0.252751423149905,0.144656820156386,2,0.261261261261261,0.804347826086957,1.1078344
hqf_boxes_events,17,LLGD,4079,38,22,0.44234404536862,0.381418092909535,0.409628008752735,0.257567418822234,1,0.448717948717949,0.618581907090465,0.244923
hqf_boxes_events,17,ST,4079,38,12,0.111531190926276,0.517543859649123,0.183514774494557,0.101027397260274,1.66666666666667,0.127118644067797,0.482456140350877,0.0282505
hqf_boxes_events,17,ELiSeD,4079,38,49,0.272211720226843,0.331415420023015,0.298910223144785,0.175716900549115,2.28571428571429,0.0729166666666666,0.668584579976985,0.0683942
hqf_boxes_events,17,LE-calib,4079,38,23,0.35538752362949,0.352059925093633,0.353715898400753,0.214857142857143,1,0.361702127659574,0.647940074906367,0.8980246
hqf_boxes_events,18,LLGD,4461,34,13,0.170252572497661,0.29073482428115,0.214749262536873,0.120290812954395,1,0.269230769230769,0.70926517571885,0.2702648
hqf_boxes_events,18,ST,4461,34,11,0.154349859681946,0.568965517241379,0.242825607064018,0.138190954773869,2,0,0.431034482758621,0.0360225
hqf_boxes_events,18,ELiSeD,4461,34,55,0.382600561272217,0.402955665024631,0.392514395393474,0.244179104477612,2.71428571428571,0.0464547677261614,0.597044334975369,0.07906
hqf_boxes_events,18,LE-calib,4461,34,30,0.539756782039289,0.389076196898179,0.452194357366771,0.292151898734177,1.25,0.140381282495667,0.610923803101821,0.8143952
hqf_boxes_events,19,LLGD,17513,52,49,0.814494543957175,0.306690441119467,0.44559585492228,0.286666666666667,1.25,0.352881698685541,0.693309558880533,2.001665
hqf_boxes_events,19,ST,17513,52,30,0.0364422483014206,0.239837398373984,0.0632707774798928,0.0326688815060908,1,0.0282485875706214,0.760162601626016,0.1191935
hqf_boxes_events,19,ELiSeD,17513,52,97,0.12970969734404,0.197616060225847,0.156619018023617,0.0849629130141605,1.57142857142857,0.0603174603174603,0.802383939774153,0.500087
hqf_boxes_events,19,LE-calib,17513,52,85,0.551780934733375,0.370063518365092,0.443011819158608,0.28453126658881,1.44444444444444,0.123134328358209,0.629936481634907,2.896234
hqf_boxes_events,20,LLGD,3486,60,6,0.255139056831923,0.758992805755396,0.381900452488688,0.236017897091723,1,0.0781990521327014,0.241007194244604,0.2160752
hqf_boxes_events,20,ST,3486,60,6,0.0241837968561064,0.384615384615385,0.0455062571103527,0.0232828870779977,1,0.075,0.615384615384615,0.0211837
hqf_boxes_events,20,ELiSeD,3486,60,21,0.176541717049577,0.804407713498623,0.289538919186911,0.169275362318841,2,0.0205479452054794,0.195592286501377,0.0411187
hqf_boxes_events,20,LE-calib,3486,60,21,0.276904474002418,0.367576243980738,0.315862068965517,0.187551187551188,1.66666666666667,0.27292576419214,0.632423756019262,0.6255552
hqf_boxes_events,21,LLGD,6034,46,11,0.569195402298851,0.435915492957746,0.493718843469591,0.32777336510458,1,0.0936995153473344,0.564084507042254,0.5184852
hqf_boxes_events,21,ST,6034,46,13,0.0891954022988506,0.432071269487751,0.147865853658537,0.0798353909465021,1,0.00515463917525771,0.567928730512249,0.0548666
hqf_boxes_events,21,ELiSeD,6034,46,80,0.426666666666667,0.370015948963317,0.39632714072176,0.247137150466045,3,0.0118534482758621,0.629984051036683,0.1630536
hqf_boxes_events,21,LE-calib,6034,46,34,0.516781609195402,0.374043261231281,0.433976833976834,0.277120315581854,2,0.147686832740214,0.625956738768719,0.9198153
hqf_boxes_events,22,LLGD,6948,57,31,0.587155963302752,0.706590833054533,0.641360461585181,0.472060795708538,1.375,0.276041666666667,0.293409166945467,0.4908437
hqf_boxes_events,22,ST,6948,57,28,0.157075340561579,0.79020979020979,0.262059369202226,0.15078729650387,2.44444444444444,0.0106194690265486,0.20979020979021,0.0542793
hqf_boxes_events,22,ELiSeD,6948,57,80,0.42340839588546,0.764942240080362,0.545096635647817,0.374661746617466,2.75,0.0991464215364413,0.235057759919638,0.1809542
hqf_boxes_events,22,LE-calib,6948,57,33,0.479288295802057,0.656761904761905,0.554162648666024,0.383281458425967,1.2,0.178074245939675,0.343238095238095,1.2344262
