Sample,Case,Multiplicity,NoiseRatio,Rotation,Opening,Repeat,Variant,AngleTolerance,DistanceTolerance,TrueLines,PredictedLines,MatchedLines,ExactRecovery,CountCorrect,Accepted
647,single,5,0.25,135,90,2,Full,10,0.75,1,1,1,1,1,1
647,single,5,0.25,135,90,2,Full,15,1,1,1,1,1,1,1
647,single,5,0.25,135,90,2,Full,20,1.25,1,1,1,1,1,1
647,single,5,0.25,135,90,2,Initial RANSAC,10,0.75,1,1,1,1,1,1
647,single,5,0.25,135,90,2,Initial RANSAC,15,1,1,1,1,1,1,1
647,single,5,0.25,135,90,2,Initial RANSAC,20,1.25,1,1,1,1,1,1
647,single,5,0.25,135,90,2,Inlier ratio only,10,0.75,1,1,1,1,1,1
647,single,5,0.25,135,90,2,Inlier ratio only,15,1,1,1,1,1,1,1
647,single,5,0.25,135,90,2,Inlier ratio only,20,1.25,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Full,10,0.75,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Full,15,1,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Full,20,1.25,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Initial RANSAC,10,0.75,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Initial RANSAC,15,1,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Initial RANSAC,20,1.25,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Inlier ratio only,10,0.75,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Inlier ratio only,15,1,1,1,1,1,1,1
648,single,5,0.25,135,90,3,Inlier ratio only,20,1.25,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Full,10,0.75,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Full,15,1,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Full,20,1.25,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Initial RANSAC,10,0.75,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Initial RANSAC,15,1,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Initial RANSAC,20,1.25,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Inlier ratio only,10,0.75,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Inlier ratio only,15,1,1,1,1,1,1,1
649,single,5,0.25,135,90,4,Inlier ratio only,20,1.25,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Full,10,0.75,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Full,15,1,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Full,20,1.25,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Initial RANSAC,10,0.75,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Initial RANSAC,15,1,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Initial RANSAC,20,1.25,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Inlier ratio only,10,0.75,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Inlier ratio only,15,1,1,1,1,1,1,1
650,single,5,0.25,135,90,5,Inlier ratio only,20,1.25,1,1,1,1,1,1
651,single,5,0.25,150,90,1,Full,10,0.75,1,0,0,0,0,0
651,single,5,0.25,150,90,1,Full,15,1,1,0,0,0,0,0
651,single,5,0.25,150,90,1,Full,20,1.25,1,0,0,0,0,0
651,single,5,0.25,150,90,1,Initial RANSAC,10,0.75,1,1,0,0,1,1
651,single,5,0.25,150,90,1,Initial RANSAC,15,1,1,1,1,1,1,1
651,single,5,0.25,150,90,1,Initial RANSAC,20,1.25,1,1,1,1,1,1
651,single,5,0.25,150,90,1,Inlier ratio only,10,0.75,1,0,0,0,0,0
651,single,5,0.25,150,90,1,Inlier ratio only,15,1,1,0,0,0,0,0
651,single,5,0.25,150,90,1,Inlier ratio only,20,1.25,1,0,0,0,0,0
652,single,5,0.25,150,90,2,Full,10,0.75,1,1,1,1,1,1
652,single,5,0.25,150,90,2,Full,15,1,1,1,1,1,1,1
652,single,5,0.25,150,90,2,Full,20,1.25,1,1,1,1,1,1
652,single,5,0.25,150,90,2,Initial RANSAC,10,0.75,1,1,1,1,1,1
652,single,5,0.25,150,90,2,Initial RANSAC,15,1,1,1,1,1,1,1
652,single,5,0.25,150,90,2,Initial RANSAC,20,1.25,1,1,1,1,1,1
652,single,5,0.25,150,90,2,Inlier ratio only,10,0.75,1,0,0,0,0,0
652,single,5,0.25,150,90,2,Inlier ratio only,15,1,1,0,0,0,0,0
652,single,5,0.25,150,90,2,Inlier ratio only,20,1.25,1,0,0,0,0,0
653,single,5,0.25,150,90,3,Full,10,0.75,1,1,0,0,1,1
653,single,5,0.25,150,90,3,Full,15,1,1,1,0,0,1,1
653,single,5,0.25,150,90,3,Full,20,1.25,1,1,0,0,1,1
653,single,5,0.25,150,90,3,Initial RANSAC,10,0.75,1,1,1,1,1,1
653,single,5,0.25,150,90,3,Initial RANSAC,15,1,1,1,1,1,1,1
653,single,5,0.25,150,90,3,Initial RANSAC,20,1.25,1,1,1,1,1,1
653,single,5,0.25,150,90,3,Inlier ratio only,10,0.75,1,0,0,0,0,0
653,single,5,0.25,150,90,3,Inlier ratio only,15,1,1,0,0,0,0,0
653,single,5,0.25,150,90,3,Inlier ratio only,20,1.25,1,0,0,0,0,0
654,single,5,0.25,150,90,4,Full,10,0.75,1,0,0,0,0,0
654,single,5,0.25,150,90,4,Full,15,1,1,0,0,0,0,0
654,single,5,0.25,150,90,4,Full,20,1.25,1,0,0,0,0,0
654,single,5,0.25,150,90,4,Initial RANSAC,10,0.75,1,1,1,1,1,1
654,single,5,0.25,150,90,4,Initial RANSAC,15,1,1,1,1,1,1,1
654,single,5,0.25,150,90,4,Initial RANSAC,20,1.25,1,1,1,1,1,1
654,single,5,0.25,150,90,4,Inlier ratio only,10,0.75,1,0,0,0,0,0
654,single,5,0.25,150,90,4,Inlier ratio only,15,1,1,0,0,0,0,0
654,single,5,0.25,150,90,4,Inlier ratio only,20,1.25,1,0,0,0,0,0
655,single,5,0.25,150,90,5,Full,10,0.75,1,0,0,0,0,0
655,single,5,0.25,150,90,5,Full,15,1,1,0,0,0,0,0
655,single,5,0.25,150,90,5,Full,20,1.25,1,0,0,0,0,0
655,single,5,0.25,150,90,5,Initial RANSAC,10,0.75,1,1,1,1,1,1
655,single,5,0.25,150,90,5,Initial RANSAC,15,1,1,1,1,1,1,1
655,single,5,0.25,150,90,5,Initial RANSAC,20,1.25,1,1,1,1,1,1
655,single,5,0.25,150,90,5,Inlier ratio only,10,0.75,1,0,0,0,0,0
655,single,5,0.25,150,90,5,Inlier ratio only,15,1,1,0,0,0,0,0
655,single,5,0.25,150,90,5,Inlier ratio only,20,1.25,1,0,0,0,0,0
656,single,5,0.25,165,90,1,Full,10,0.75,1,1,1,1,1,1
656,single,5,0.25,165,90,1,Full,15,1,1,1,1,1,1,1
656,single,5,0.25,165,90,1,Full,20,1.25,1,1,1,1,1,1
656,single,5,0.25,165,90,1,Initial RANSAC,10,0.75,1,1,1,1,1,1
656,single,5,0.25,165,90,1,Initial RANSAC,15,1,1,1,1,1,1,1
656,single,5,0.25,165,90,1,Initial RANSAC,20,1.25,1,1,1,1,1,1
656,single,5,0.25,165,90,1,Inlier ratio only,10,0.75,1,0,0,0,0,0
656,single,5,0.25,165,90,1,Inlier ratio only,15,1,1,0,0,0,0,0
656,single,5,0.25,165,90,1,Inlier ratio only,20,1.25,1,0,0,0,0,0
657,single,5,0.25,165,90,2,Full,10,0.75,1,1,1,1,1,1
657,single,5,0.25,165,90,2,Full,15,1,1,1,1,1,1,1
657,single,5,0.25,165,90,2,Full,20,1.25,1,1,1,1,1,1
657,single,5,0.25,165,90,2,Initial RANSAC,10,0.75,1,1,1,1,1,1
657,single,5,0.25,165,90,2,Initial RANSAC,15,1,1,1,1,1,1,1
657,single,5,0.25,165,90,2,Initial RANSAC,20,1.25,1,1,1,1,1,1
657,single,5,0.25,165,90,2,Inlier ratio only,10,0.75,1,0,0,0,0,0
657,single,5,0.25,165,90,2,Inlier ratio only,15,1,1,0,0,0,0,0
657,single,5,0.25,165,90,2,Inlier ratio only,20,1.25,1,0,0,0,0,0
658,single,5,0.25,165,90,3,Full,10,0.75,1,0,0,0,0,0
658,single,5,0.25,165,90,3,Full,15,1,1,0,0,0,0,0
658,single,5,0.25,165,90,3,Full,20,1.25,1,0,0,0,0,0
658,single,5,0.25,165,90,3,Initial RANSAC,10,0.75,1,1,1,1,1,1
658,single,5,0.25,165,90,3,Initial RANSAC,15,1,1,1,1,1,1,1
658,single,5,0.25,165,90,3,Initial RANSAC,20,1.25,1,1,1,1,1,1
658,single,5,0.25,165,90,3,Inlier ratio only,10,0.75,1,0,0,0,0,0
658,single,5,0.25,165,90,3,Inlier ratio only,15,1,1,0,0,0,0,0
658,single,5,0.25,165,90,3,Inlier ratio only,20,1.25,1,0,0,0,0,0
659,single,5,0.25,165,90,4,Full,10,0.75,1,1,1,1,1,1
659,single,5,0.25,165,90,4,Full,15,1,1,1,1,1,1,1
659,single,5,0.25,165,90,4,Full,20,1.25,1,1,1,1,1,1
659,single,5,0.25,165,90,4,Initial RANSAC,10,0.75,1,1,1,1,1,1
659,single,5,0.25,165,90,4,Initial RANSAC,15,1,1,1,1,1,1,1
659,single,5,0.25,165,90,4,Initial RANSAC,20,1.25,1,1,1,1,1,1
659,single,5,0.25,165,90,4,Inlier ratio only,10,0.75,1,0,0,0,0,0
659,single,5,0.25,165,90,4,Inlier ratio only,15,1,1,0,0,0,0,0
659,single,5,0.25,165,90,4,Inlier ratio only,20,1.25,1,0,0,0,0,0
660,single,5,0.25,165,90,5,Full,10,0.75,1,1,1,1,1,1
660,single,5,0.25,165,90,5,Full,15,1,1,1,1,1,1,1
660,single,5,0.25,165,90,5,Full,20,1.25,1,1,1,1,1,1
660,single,5,0.25,165,90,5,Initial RANSAC,10,0.75,1,1,1,1,1,1
660,single,5,0.25,165,90,5,Initial RANSAC,15,1,1,1,1,1,1,1
660,single,5,0.25,165,90,5,Initial RANSAC,20,1.25,1,1,1,1,1,1
660,single,5,0.25,165,90,5,Inlier ratio only,10,0.75,1,0,0,0,0,0
660,single,5,0.25,165,90,5,Inlier ratio only,15,1,1,0,0,0,0,0
660,single,5,0.25,165,90,5,Inlier ratio only,20,1.25,1,0,0,0,0,0
661,single,5,0.5,0,90,1,Full,10,0.75,1,1,1,1,1,1
661,single,5,0.5,0,90,1,Full,15,1,1,1,1,1,1,1
661,single,5,0.5,0,90,1,Full,20,1.25,1,1,1,1,1,1
661,single,5,0.5,0,90,1,Initial RANSAC,10,0.75,1,1,1,1,1,1
661,single,5,0.5,0,90,1,Initial RANSAC,15,1,1,1,1,1,1,1
661,single,5,0.5,0,90,1,Initial RANSAC,20,1.25,1,1,1,1,1,1
661,single,5,0.5,0,90,1,Inlier ratio only,10,0.75,1,0,0,0,0,0
661,single,5,0.5,0,90,1,Inlier ratio only,15,1,1,0,0,0,0,0
661,single,5,0.5,0,90,1,Inlier ratio only,20,1.25,1,0,0,0,0,0
662,single,5,0.5,0,90,2,Full,10,0.75,1,1,1,1,1,1
662,single,5,0.5,0,90,2,Full,15,1,1,1,1,1,1,1
662,single,5,0.5,0,90,2,Full,20,1.25,1,1,1,1,1,1
662,single,5,0.5,0,90,2,Initial RANSAC,10,0.75,1,1,1,1,1,1
662,single,5,0.5,0,90,2,Initial RANSAC,15,1,1,1,1,1,1,1
662,single,5,0.5,0,90,2,Initial RANSAC,20,1.25,1,1,1,1,1,1
662,single,5,0.5,0,90,2,Inlier ratio only,10,0.75,1,0,0,0,0,0
662,single,5,0.5,0,90,2,Inlier ratio only,15,1,1,0,0,0,0,0
662,single,5,0.5,0,90,2,Inlier ratio only,20,1.25,1,0,0,0,0,0
663,single,5,0.5,0,90,3,Full,10,0.75,1,1,1,1,1,1
663,single,5,0.5,0,90,3,Full,15,1,1,1,1,1,1,1
663,single,5,0.5,0,90,3,Full,20,1.25,1,1,1,1,1,1
663,single,5,0.5,0,90,3,Initial RANSAC,10,0.75,1,1,1,1,1,1
663,single,5,0.5,0,90,3,Initial RANSAC,15,1,1,1,1,1,1,1
663,single,5,0.5,0,90,3,Initial RANSAC,20,1.25,1,1,1,1,1,1
663,single,5,0.5,0,90,3,Inlier ratio only,10,0.75,1,0,0,0,0,0
663,single,5,0.5,0,90,3,Inlier ratio only,15,1,1,0,0,0,0,0
663,single,5,0.5,0,90,3,Inlier ratio only,20,1.25,1,0,0,0,0,0
664,single,5,0.5,0,90,4,Full,10,0.75,1,1,1,1,1,1
664,single,5,0.5,0,90,4,Full,15,1,1,1,1,1,1,1
664,single,5,0.5,0,90,4,Full,20,1.25,1,1,1,1,1,1
664,single,5,0.5,0,90,4,Initial RANSAC,10,0.75,1,1,1,1,1,1
664,single,5,0.5,0,90,4,Initial RANSAC,15,1,1,1,1,1,1,1
664,single,5,0.5,0,90,4,Initial RANSAC,20,1.25,1,1,1,1,1,1
664,single,5,0.5,0,90,4,Inlier ratio only,10,0.75,1,0,0,0,0,0
664,single,5,0.5,0,90,4,Inlier ratio only,15,1,1,0,0,0,0,0
664,single,5,0.5,0,90,4,Inlier ratio only,20,1.25,1,0,0,0,0,0
665,single,5,0.5,0,90,5,Full,10,0.75,1,1,1,1,1,1
665,single,5,0.5,0,90,5,Full,15,1,1,1,1,1,1,1
665,single,5,0.5,0,90,5,Full,20,1.25,1,1,1,1,1,1
665,single,5,0.5,0,90,5,Initial RANSAC,10,0.75,1,1,1,1,1,1
665,single,5,0.5,0,90,5,Initial RANSAC,15,1,1,1,1,1,1,1
665,single,5,0.5,0,90,5,Initial RANSAC,20,1.25,1,1,1,1,1,1
665,single,5,0.5,0,90,5,Inlier ratio only,10,0.75,1,0,0,0,0,0
665,single,5,0.5,0,90,5,Inlier ratio only,15,1,1,0,0,0,0,0
665,single,5,0.5,0,90,5,Inlier ratio only,20,1.25,1,0,0,0,0,0
666,single,5,0.5,15,90,1,Full,10,0.75,1,1,1,1,1,1
666,single,5,0.5,15,90,1,Full,15,1,1,1,1,1,1,1
666,single,5,0.5,15,90,1,Full,20,1.25,1,1,1,1,1,1
666,single,5,0.5,15,90,1,Initial RANSAC,10,0.75,1,1,1,1,1,1
666,single,5,0.5,15,90,1,Initial RANSAC,15,1,1,1,1,1,1,1
666,single,5,0.5,15,90,1,Initial RANSAC,20,1.25,1,1,1,1,1,1
666,single,5,0.5,15,90,1,Inlier ratio only,10,0.75,1,0,0,0,0,0
666,single,5,0.5,15,90,1,Inlier ratio only,15,1,1,0,0,0,0,0
666,single,5,0.5,15,90,1,Inlier ratio only,20,1.25,1,0,0,0,0,0
667,single,5,0.5,15,90,2,Full,10,0.75,1,1,1,1,1,1
667,single,5,0.5,15,90,2,Full,15,1,1,1,1,1,1,1
667,single,5,0.5,15,90,2,Full,20,1.25,1,1,1,1,1,1
667,single,5,0.5,15,90,2,Initial RANSAC,10,0.75,1,1,1,1,1,1
667,single,5,0.5,15,90,2,Initial RANSAC,15,1,1,1,1,1,1,1
667,single,5,0.5,15,90,2,Initial RANSAC,20,1.25,1,1,1,1,1,1
667,single,5,0.5,15,90,2,Inlier ratio only,10,0.75,1,0,0,0,0,0
667,single,5,0.5,15,90,2,Inlier ratio only,15,1,1,0,0,0,0,0
667,single,5,0.5,15,90,2,Inlier ratio only,20,1.25,1,0,0,0,0,0
668,single,5,0.5,15,90,3,Full,10,0.75,1,0,0,0,0,0
668,single,5,0.5,15,90,3,Full,15,1,1,0,0,0,0,0
668,single,5,0.5,15,90,3,Full,20,1.25,1,0,0,0,0,0
668,single,5,0.5,15,90,3,Initial RANSAC,10,0.75,1,1,1,1,1,1
668,single,5,0.5,15,90,3,Initial RANSAC,15,1,1,1,1,1,1,1
668,single,5,0.5,15,90,3,Initial RANSAC,20,1.25,1,1,1,1,1,1
668,single,5,0.5,15,90,3,Inlier ratio only,10,0.75,1,0,0,0,0,0
668,single,5,0.5,15,90,3,Inlier ratio only,15,1,1,0,0,0,0,0
668,single,5,0.5,15,90,3,Inlier ratio only,20,1.25,1,0,0,0,0,0
669,single,5,0.5,15,90,4,Full,10,0.75,1,1,1,1,1,1
669,single,5,0.5,15,90,4,Full,15,1,1,1,1,1,1,1
669,single,5,0.5,15,90,4,Full,20,1.25,1,1,1,1,1,1
669,single,5,0.5,15,90,4,Initial RANSAC,10,0.75,1,1,1,1,1,1
669,single,5,0.5,15,90,4,Initial RANSAC,15,1,1,1,1,1,1,1
669,single,5,0.5,15,90,4,Initial RANSAC,20,1.25,1,1,1,1,1,1
669,single,5,0.5,15,90,4,Inlier ratio only,10,0.75,1,0,0,0,0,0
669,single,5,0.5,15,90,4,Inlier ratio only,15,1,1,0,0,0,0,0
669,single,5,0.5,15,90,4,Inlier ratio only,20,1.25,1,0,0,0,0,0
670,single,5,0.5,15,90,5,Full,10,0.75,1,0,0,0,0,0
670,single,5,0.5,15,90,5,Full,15,1,1,0,0,0,0,0
670,single,5,0.5,15,90,5,Full,20,1.25,1,0,0,0,0,0
670,single,5,0.5,15,90,5,Initial RANSAC,10,0.75,1,1,1,1,1,1
670,single,5,0.5,15,90,5,Initial RANSAC,15,1,1,1,1,1,1,1
670,single,5,0.5,15,90,5,Initial RANSAC,20,1.25,1,1,1,1,1,1
670,single,5,0.5,15,90,5,Inlier ratio only,10,0.75,1,0,0,0,0,0
670,single,5,0.5,15,90,5,Inlier ratio only,15,1,1,0,0,0,0,0
670,single,5,0.5,15,90,5,Inlier ratio only,20,1.25,1,0,0,0,0,0
671,single,5,0.5,30,90,1,Full,10,0.75,1,0,0,0,0,0
671,single,5,0.5,30,90,1,Full,15,1,1,0,0,0,0,0
671,single,5,0.5,30,90,1,Full,20,1.25,1,0,0,0,0,0
671,single,5,0.5,30,90,1,Initial RANSAC,10,0.75,1,1,1,1,1,1
671,single,5,0.5,30,90,1,Initial RANSAC,15,1,1,1,1,1,1,1
671,single,5,0.5,30,90,1,Initial RANSAC,20,1.25,1,1,1,1,1,1
671,single,5,0.5,30,90,1,Inlier ratio only,10,0.75,1,0,0,0,0,0
671,single,5,0.5,30,90,1,Inlier ratio only,15,1,1,0,0,0,0,0
671,single,5,0.5,30,90,1,Inlier ratio only,20,1.25,1,0,0,0,0,0
672,single,5,0.5,30,90,2,Full,10,0.75,1,1,1,1,1,1
672,single,5,0.5,30,90,2,Full,15,1,1,1,1,1,1,1
672,single,5,0.5,30,90,2,Full,20,1.25,1,1,1,1,1,1
672,single,5,0.5,30,90,2,Initial RANSAC,10,0.75,1,1,1,1,1,1
672,single,5,0.5,30,90,2,Initial RANSAC,15,1,1,1,1,1,1,1
672,single,5,0.5,30,90,2,Initial RANSAC,20,1.25,1,1,1,1,1,1
672,single,5,0.5,30,90,2,Inlier ratio only,10,0.75,1,0,0,0,0,0
672,single,5,0.5,30,90,2,Inlier ratio only,15,1,1,0,0,0,0,0
672,single,5,0.5,30,90,2,Inlier ratio only,20,1.25,1,0,0,0,0,0
673,single,5,0.5,30,90,3,Full,10,0.75,1,1,1,1,1,1
673,single,5,0.5,30,90,3,Full,15,1,1,1,1,1,1,1
673,single,5,0.5,30,90,3,Full,20,1.25,1,1,1,1,1,1
673,single,5,0.5,30,90,3,Initial RANSAC,10,0.75,1,1,1,1,1,1
673,single,5,0.5,30,90,3,Initial RANSAC,15,1,1,1,1,1,1,1
673,single,5,0.5,30,90,3,Initial RANSAC,20,1.25,1,1,1,1,1,1
673,single,5,0.5,30,90,3,Inlier ratio only,10,0.75,1,0,0,0,0,0
673,single,5,0.5,30,90,3,Inlier ratio only,15,1,1,0,0,0,0,0
673,single,5,0.5,30,90,3,Inlier ratio only,20,1.25,1,0,0,0,0,0
674,single,5,0.5,30,90,4,Full,10,0.75,1,1,1,1,1,1
674,single,5,0.5,30,90,4,Full,15,1,1,1,1,1,1,1
674,single,5,0.5,30,90,4,Full,20,1.25,1,1,1,1,1,1
674,single,5,0.5,30,90,4,Initial RANSAC,10,0.75,1,1,1,1,1,1
674,single,5,0.5,30,90,4,Initial RANSAC,15,1,1,1,1,1,1,1
674,single,5,0.5,30,90,4,Initial RANSAC,20,1.25,1,1,1,1,1,1
674,single,5,0.5,30,90,4,Inlier ratio only,10,0.75,1,0,0,0,0,0
674,single,5,0.5,30,90,4,Inlier ratio only,15,1,1,0,0,0,0,0
674,single,5,0.5,30,90,4,Inlier ratio only,20,1.25,1,0,0,0,0,0
675,single,5,0.5,30,90,5,Full,10,0.75,1,1,1,1,1,1
675,single,5,0.5,30,90,5,Full,15,1,1,1,1,1,1,1
675,single,5,0.5,30,90,5,Full,20,1.25,1,1,1,1,1,1
675,single,5,0.5,30,90,5,Initial RANSAC,10,0.75,1,1,1,1,1,1
675,single,5,0.5,30,90,5,Initial RANSAC,15,1,1,1,1,1,1,1
675,single,5,0.5,30,90,5,Initial RANSAC,20,1.25,1,1,1,1,1,1
675,single,5,0.5,30,90,5,Inlier ratio only,10,0.75,1,0,0,0,0,0
675,single,5,0.5,30,90,5,Inlier ratio only,15,1,1,0,0,0,0,0
675,single,5,0.5,30,90,5,Inlier ratio only,20,1.25,1,0,0,0,0,0
676,single,5,0.5,45,90,1,Full,10,0.75,1,1,1,1,1,1
676,single,5,0.5,45,90,1,Full,15,1,1,1,1,1,1,1
676,single,5,0.5,45,90,1,Full,20,1.25,1,1,1,1,1,1
676,single,5,0.5,45,90,1,Initial RANSAC,10,0.75,1,1,1,1,1,1
676,single,5,0.5,45,90,1,Initial RANSAC,15,1,1,1,1,1,1,1
676,single,5,0.5,45,90,1,Initial RANSAC,20,1.25,1,1,1,1,1,1
676,single,5,0.5,45,90,1,Inlier ratio only,10,0.75,1,0,0,0,0,0
676,single,5,0.5,45,90,1,Inlier ratio only,15,1,1,0,0,0,0,0
676,single,5,0.5,45,90,1,Inlier ratio only,20,1.25,1,0,0,0,0,0
677,single,5,0.5,45,90,2,Full,10,0.75,1,1,1,1,1,1
677,single,5,0.5,45,90,2,Full,15,1,1,1,1,1,1,1
677,single,5,0.5,45,90,2,Full,20,1.25,1,1,1,1,1,1
677,single,5,0.5,45,90,2,Initial RANSAC,10,0.75,1,1,1,1,1,1
677,single,5,0.5,45,90,2,Initial RANSAC,15,1,1,1,1,1,1,1
677,single,5,0.5,45,90,2,Initial RANSAC,20,1.25,1,1,1,1,1,1
677,single,5,0.5,45,90,2,Inlier ratio only,10,0.75,1,0,0,0,0,0
677,single,5,0.5,45,90,2,Inlier ratio only,15,1,1,0,0,0,0,0
677,single,5,0.5,45,90,2,Inlier ratio only,20,1.25,1,0,0,0,0,0
678,single,5,0.5,45,90,3,Full,10,0.75,1,1,1,1,1,1
678,single,5,0.5,45,90,3,Full,15,1,1,1,1,1,1,1
678,single,5,0.5,45,90,3,Full,20,1.25,1,1,1,1,1,1
678,single,5,0.5,45,90,3,Initial RANSAC,10,0.75,1,1,1,1,1,1
678,single,5,0.5,45,90,3,Initial RANSAC,15,1,1,1,1,1,1,1
678,single,5,0.5,45,90,3,Initial RANSAC,20,1.25,1,1,1,1,1,1
678,single,5,0.5,45,90,3,Inlier ratio only,10,0.75,1,0,0,0,0,0
678,single,5,0.5,45,90,3,Inlier ratio only,15,1,1,0,0,0,0,0
678,single,5,0.5,45,90,3,Inlier ratio only,20,1.25,1,0,0,0,0,0
679,single,5,0.5,45,90,4,Full,10,0.75,1,1,1,1,1,1
679,single,5,0.5,45,90,4,Full,15,1,1,1,1,1,1,1
679,single,5,0.5,45,90,4,Full,20,1.25,1,1,1,1,1,1
679,single,5,0.5,45,90,4,Initial RANSAC,10,0.75,1,1,1,1,1,1
679,single,5,0.5,45,90,4,Initial RANSAC,15,1,1,1,1,1,1,1
679,single,5,0.5,45,90,4,Initial RANSAC,20,1.25,1,1,1,1,1,1
679,single,5,0.5,45,90,4,Inlier ratio only,10,0.75,1,0,0,0,0,0
679,single,5,0.5,45,90,4,Inlier ratio only,15,1,1,0,0,0,0,0
679,single,5,0.5,45,90,4,Inlier ratio only,20,1.25,1,0,0,0,0,0
680,single,5,0.5,45,90,5,Full,10,0.75,1,1,1,1,1,1
680,single,5,0.5,45,90,5,Full,15,1,1,1,1,1,1,1
680,single,5,0.5,45,90,5,Full,20,1.25,1,1,1,1,1,1
680,single,5,0.5,45,90,5,Initial RANSAC,10,0.75,1,1,1,1,1,1
680,single,5,0.5,45,90,5,Initial RANSAC,15,1,1,1,1,1,1,1
680,single,5,0.5,45,90,5,Initial RANSAC,20,1.25,1,1,1,1,1,1
680,single,5,0.5,45,90,5,Inlier ratio only,10,0.75,1,0,0,0,0,0
680,single,5,0.5,45,90,5,Inlier ratio only,15,1,1,0,0,0,0,0
680,single,5,0.5,45,90,5,Inlier ratio only,20,1.25,1,0,0,0,0,0
681,single,5,0.5,60,90,1,Full,10,0.75,1,0,0,0,0,0
681,single,5,0.5,60,90,1,Full,15,1,1,0,0,0,0,0
681,single,5,0.5,60,90,1,Full,20,1.25,1,0,0,0,0,0
681,single,5,0.5,60,90,1,Initial RANSAC,10,0.75,1,1,1,1,1,1
681,single,5,0.5,60,90,1,Initial RANSAC,15,1,1,1,1,1,1,1
681,single,5,0.5,60,90,1,Initial RANSAC,20,1.25,1,1,1,1,1,1
681,single,5,0.5,60,90,1,Inlier ratio only,10,0.75,1,0,0,0,0,0
681,single,5,0.5,60,90,1,Inlier ratio only,15,1,1,0,0,0,0,0
681,single,5,0.5,60,90,1,Inlier ratio only,20,1.25,1,0,0,0,0,0
682,single,5,0.5,60,90,2,Full,10,0.75,1,1,1,1,1,1
682,single,5,0.5,60,90,2,Full,15,1,1,1,1,1,1,1
682,single,5,0.5,60,90,2,Full,20,1.25,1,1,1,1,1,1
682,single,5,0.5,60,90,2,Initial RANSAC,10,0.75,1,1,1,1,1,1
682,single,5,0.5,60,90,2,Initial RANSAC,15,1,1,1,1,1,1,1
682,single,5,0.5,60,90,2,Initial RANSAC,20,1.25,1,1,1,1,1,1
682,single,5,0.5,60,90,2,Inlier ratio only,10,0.75,1,0,0,0,0,0
682,single,5,0.5,60,90,2,Inlier ratio only,15,1,1,0,0,0,0,0
682,single,5,0.5,60,90,2,Inlier ratio only,20,1.25,1,0,0,0,0,0
683,single,5,0.5,60,90,3,Full,10,0.75,1,0,0,0,0,0
683,single,5,0.5,60,90,3,Full,15,1,1,0,0,0,0,0
683,single,5,0.5,60,90,3,Full,20,1.25,1,0,0,0,0,0
683,single,5,0.5,60,90,3,Initial RANSAC,10,0.75,1,1,1,1,1,1
683,single,5,0.5,60,90,3,Initial RANSAC,15,1,1,1,1,1,1,1
683,single,5,0.5,60,90,3,Initial RANSAC,20,1.25,1,1,1,1,1,1
683,single,5,0.5,60,90,3,Inlier ratio only,10,0.75,1,0,0,0,0,0
683,single,5,0.5,60,90,3,Inlier ratio only,15,1,1,0,0,0,0,0
683,single,5,0.5,60,90,3,Inlier ratio only,20,1.25,1,0,0,0,0,0
684,single,5,0.5,60,90,4,Full,10,0.75,1,0,0,0,0,0
684,single,5,0.5,60,90,4,Full,15,1,1,0,0,0,0,0
684,single,5,0.5,60,90,4,Full,20,1.25,1,0,0,0,0,0
684,single,5,0.5,60,90,4,Initial RANSAC,10,0.75,1,1,1,1,1,1
684,single,5,0.5,60,90,4,Initial RANSAC,15,1,1,1,1,1,1,1
684,single,5,0.5,60,90,4,Initial RANSAC,20,1.25,1,1,1,1,1,1
684,single,5,0.5,60,90,4,Inlier ratio only,10,0.75,1,0,0,0,0,0
684,single,5,0.5,60,90,4,Inlier ratio only,15,1,1,0,0,0,0,0
684,single,5,0.5,60,90,4,Inlier ratio only,20,1.25,1,0,0,0,0,0
685,single,5,0.5,60,90,5,Full,10,0.75,1,0,0,0,0,0
685,single,5,0.5,60,90,5,Full,15,1,1,0,0,0,0,0
685,single,5,0.5,60,90,5,Full,20,1.25,1,0,0,0,0,0
