Tick,Events,Seconds
793,610,0.0025505409999999999
794,618,0.0074847059999999998
795,606,0.007420645
796,570,0.0023850999999999998
797,629,0.0019435959999999999
798,653,0.0018253379999999999
799,654,0.0023246149999999999
800,693,0.0022518550000000001
801,630,0.0020933150000000001
802,666,0.0021832179999999998
803,637,0.002113331
804,632,0.002034592
805,609,0.0019656410000000002
806,611,0.0023168569999999999
807,629,0.0039502219999999998
808,657,0.0059995910000000003
809,618,0.0085148559999999995
810,623,0.005981246
811,630,0.001860333
812,598,0.0020871930000000002
813,603,0.001782414
814,543,0.0016845969999999999
815,597,0.001717131
816,566,0.0019948269999999998
817,586,0.0020024629999999999
818,596,0.0018706720000000001
819,602,0.001809012
820,594,0.002026211
821,616,0.0019535239999999999
822,696,0.0024331320000000002
823,632,0.0019678460000000001
824,579,0.001884164
825,644,0.0020263019999999998
826,640,0.00191793
827,590,0.0017688070000000001
828,646,0.0017526499999999999
829,640,0.001771426
830,603,0.0016951119999999999
831,604,0.002071907
832,617,0.002558598
833,589,0.0020219629999999999
834,643,0.00211145
835,677,0.002017413
836,583,0.0017109899999999999
837,616,0.0018888539999999999
838,631,0.001685995
839,620,0.001678473
840,602,0.001695546
841,617,0.0020790119999999999
842,574,0.002559328
843,573,0.0021108989999999998
844,620,0.002286929
845,627,0.0022032129999999999
846,659,0.0020863460000000002
847,637,0.001864108
848,675,0.001896804
849,739,0.0019517670000000001
850,739,0.0020709999999999999
851,758,0.0024537700000000001
852,773,0.0021298739999999999
853,849,0.00215504
854,723,0.0019546860000000002
855,739,0.001911329
856,774,0.002107289
857,768,0.0020661960000000002
858,809,0.001911603
859,747,0.0020770979999999999
860,874,0.0019097039999999999
861,863,0.001840492
862,796,0.0021560469999999999
863,782,0.001902515
864,887,0.0020014880000000001
865,891,0.001941875
866,820,0.002065767
867,781,0.0018713829999999999
868,779,0.0018718300000000001
869,832,0.0017412269999999999
870,927,0.0017980369999999999
871,817,0.001778298
872,865,0.001864943
873,898,0.001812066
874,890,0.0019881909999999998
875,915,0.0082402729999999993
876,923,0.0053026460000000003
877,848,0.0019756930000000002
878,914,0.0021014779999999999
879,961,0.0026699079999999999
880,838,0.002026964
881,885,0.001879506
882,899,0.0018837299999999999
883,907,0.0020377640000000001
884,904,0.0018342460000000001
885,798,0.001907515
886,803,0.0018510040000000001
887,818,0.0020084080000000002
888,735,0.0019304789999999999
889,780,0.001808098
890,731,0.0018790460000000001
891,635,0.0078855030000000003
892,664,0.0055411269999999999
893,575,0.0021865349999999999
